

//
// Armor techs
// 
ARMOR_0_NAME     | Titanyum Zırh
SHIPWPN_14_DETAIL      | Düşman gemilerine 10-20 hasar veren ve saptırıcı kalkanların etkisini yarıya indiren yüksek yoğunluklu parçacık hızlandırıcıları.

SHIPWPN_15_NAME        | Plazma Topu
SHIPWPN_15_DETAIL      | 1 menzilde, 6-30 hasar veren yüksek yoğunluklu enerji okları fırlatır.

SHIPWPN_16_NAME        | Ölüm Işını
SHIPWPN_16_DETAIL      | 1 menzilde, 200-1000 hasar veren inanılmaz yıkıcılıkta bir güce sahip kadim bir silah.

SHIPWPN_17_NAME        | Bozguncu
SHIPWPN_17_DETAIL      | İki hücreye kadar uzaktaki düşman hedeflerine, 10-40 puanlık hasar verebilen muazzam saf enerji okları atar.

SHIPWPN_18_NAME        | Atım Fazörü
SHIPWPN_18_BRIEF       | Tur başına 3 kez ateş eder
SHIPWPN_18_DETAIL      | Her tur, her biri 5-20 hasar verebilen 3 atış yapan gelişmiş fazör.

SHIPWPN_19_NAME        | Üçodaklı Plazma Topu
SHIPWPN_19_DETAIL      | 20-50 arası hasar verebilen üçlü yüksek yoğunluklu plazma ışını atar.

SHIPWPN_20_NAME        | Haşmetli Dönüştürücü
SHIPWPN_20_BRIEF       | Hits All Four Shields
SHIPWPN_20_DETAIL      | Hedefi aşırı güçlü bir madde-enerji dönüştürücüsü sahasıyla kaplar ve dört defa 10-35 puanlık hasar verir. 3 hücrelik menzile sahiptir.

SHIPWPN_21_NAME        | Tokmak Cihazı
SHIPWPN_21_DETAIL      | Düşman hedeflerine devasa miktarlarda odaklanmış enerji salar ve 20-100 puanlık hasar verir.

SHIPWPN_22_NAME        | Amip Akışı
SHIPWPN_22_DETAIL      | 250-1000 hasar veren ve 3 hücrelik menzili olan bir akış. Devam eden akışın etkisi, artan hasarın diğer gemilere sıçrayabilmesine olanak verir.

SHIPWPN_23_NAME        | Kristal Işını
SHIPWPN_23_DETAIL      | Bir hedefin kalkanlarını çevreleyen ve 4 defa 100-300 puanlık hasar veren bir ışın. 3 hücrelik menzile sahiptir.


//
// Soil Enrichment techs
//
SOILENRICH_0_NAME     | Toprak Zenginleştirme
SOILENRICH_0_DETAIL   | Standart gezegenleri verimli ortamlara dönüştürür, nüfus artışını yüzde 50 artırır ve temel gezegen boyutunu tek seferlik 150 BC maliyetle yüzde 25 artırır.

SOILENRICH_1_NAME     | Gelişmiş Toprak Zenginleştirme
SOILENRICH_1_DETAIL   | Standart ve verimli gezegenleri münbit ortamlara dönüştürür, nüfus artışını ikiye katlar ve temel gezegen boyutunu tek seferlik 300 BC maliyetle yüzde 50 artırır.


//
// Stargate tech
//
STARGATE_0_NAME      | Galaksiler Arası Yıldız Kapıları
STARGATE_0_DETAIL    | Gemilerinin yıldız kapılarına sahip herhangi iki gezegen arasında yalnızca bir turda hareket etmesine imkân verir. 3000 BC'ye inşa edilir.


//
// Stasis Field tech
//
STASIS_0_NAME      | Yavaşlama Alanı
STASIS_0_BRIEF     | Düşmanlar bir turluğuna donar
STASIS_0_DETAIL    | Bir hücre uzaklıktaki grup düşman gemisini bir turluğuna dondurur. Donan gemiler saldıramaz ve bu gemilere saldırılamaz.


//
// Stream Weapon techs
//
STREAMWPN_0_NAME    | İyon Akımı Yansıtıcısı
STREAMWPN_0_BRIEF   | Düşman zırhını yüzde 20 düşürür
STREAMWPN_0_DETAIL  | Düşman öbekteki her hedefin zırhını asıl ​​can puanlarının maksimum yüzde 50'sine kadar olmak üzere, yüzde 20 artı ateş eden her 2 gemi başına artı yüzde 1 azaltan yoğun bir iyonik patlama ateşler.

STREAMWPN_1_NAME    | Nötron Akımı Yansıtıcısı
STREAMWPN_1_BRIEF   | Düşman zırhını yüzde 40 düşürür
STREAMWPN_1_DETAIL  | Düşman öbekteki her hedefin zırhını asıl ​​can puanlarının maksimum yüzde 75'ine kadar olmak üzere, yüzde 40 artı ateş eden her gemi başına artı yüzde 1 azaltanodaklanmış bir nötron patlaması ateşler.



//
// Subspace Interdictor tech
//
SUBSPACEINT_0_NAME    | Alt-Uzay Önleyicisi
SUBSPACEINT_0_DETAIL  | Düşman alt-uzay ışınlayıcılarının ve muharebe taşıyıcılarının kullanımını engeller. Cihaz otomatik olarak füze üslerine eklenir.



//
// Subspace Teleporter tech
//
SUBSPACETEL_0_NAME    | Alt-Uzay Işınlayıcısı
SUBSPACETEL_0_BRIEF   | Gemileri savaşa ışınlar.
SUBSPACETEL_0_DETAIL  | Gemileri savaş haritasındaki herhangi bir alana ve savaş sırasının normal belirlenmesinden belirlemeden önce ışınlar.


//
// Ship Torpedo Weapon techs
//
TORPEDO_0_NAME        | Anti-Madde Roketleri
TORPEDO_0_BRIEF       | İki turda bir ateşler
TORPEDO_0_DETAIL      | 30 puanlık hasar veren ancak yalnızca iki turda bir ateşlenebilen yüksek enerjili izleyici roketler. Her roket, +4 seviyeli bir hedefleme bilgisayarı ile donatılmıştır.


TORPEDO_1_NAME        | Karia Roketleri
TORPEDO_1_BRIEF       | Her dört zırhı vurur.
TORPEDO_1_DETAIL      | Tüm kalkanlara aynı anda çarpan, sarmalayıcı enerji roketleri. 5 hızında hareket ederler, +6 seviyeli bir hedef bilgisayar tarafından yönlendirilirler ve dört adet 25 puanlık saldırıya eşit hasar verirler.

TORPEDO_2_NAME        | Proton Roketleri
TORPEDO_2_BRIEF       | İki turda bir ateşler
TORPEDO_2_DETAIL      | 75 puanlık hasar veren ancak yalnızca iki turda bir ateşlenebilen yüksek verimli enerji roketler. Her roket, +6 seviyeli bir hedefleme bilgisayarı ile donatılmıştır.

TORPEDO_3_NAME        | Plazma Roketleri
TORPEDO_3_BRIEF       | Hücre başına 15 hasar yitirir
TORPEDO_3_DETAIL      | 150 puanlık hasar veren ve 6 hızında hareket eden, ancak seyahat edilen hücre başına 15 hasar yitiren saf enerji roketleri. Atıcı her turda çalışır ve +7 yönlendirme bilgisayarına sahiptir.

