//  CONTROLENV_6_BRIEF and CONTROLENV_6_NAME readjust the size, please

//
// Armor techs
// 
ARMOR_0_NAME     | Титанова Броня
STREAMWPN_0_BRIEF   | Зменшує ворожу броню на 20%
STREAMWPN_0_DETAIL  | Вироблює інтенсивний іонний вибух, зменшуючи броню кожної цілі в групі супротивника на 20% плюс 1% за кожні 2 ворожі кораблі, до 50% очок здоров'я за атаку.

STREAMWPN_1_NAME    | Нейтронний Проектор
STREAMWPN_1_BRIEF   | Зменшує ворожу броню на 40%
STREAMWPN_1_DETAIL  | Вироблює вибух сконцентрованих нейтронів, зменшуючи броню кожної цілі в групі супротивника на 40% плюс 1% за кожний ворожий корабель, до 75% очок здоров'я за атаку.


//
// Subspace Interdictor tech
//
SUBSPACEINT_0_NAME    | Підкосмічний Інтердиктор
SUBSPACEINT_0_DETAIL  | Запобігає використанню ворожих підкосмічних телепортерів та бойових транспортерів. Пристрій автоматично додається до ракетних баз.


//
// Subspace Teleporter tech
//
SUBSPACETEL_0_NAME    | Підкосмічний Телепортер
SUBSPACETEL_0_BRIEF   | Телепортує корабель під час бою
SUBSPACETEL_0_DETAIL  | Телепортує кораблі в будь-яку клітину на карті перед тим, як нормально визначається бойова ініціатива.


//
// Ship Torpedo Weapon techs
//
TORPEDO_0_NAME        | Торпеди з Антиматерії
TORPEDO_0_BRIEF       | Вистрілює один раз на 2 ходи
TORPEDO_0_DETAIL      | Високоенергетичні торпеди, які завдають 30 очок пошкодження, але можуть стартувати кожен другий хід. Кожна торпеда оснащена комп'ютерним аналізатором прицілювання +4.

TORPEDO_1_NAME        | Торпеда "ПЕКЛО"
TORPEDO_1_BRIEF       | Атакує Усі Чотири Щити
TORPEDO_1_DETAIL      | Торпеда вибухає огортаючи ворога у синій вогнеподібній енергії, вражаючи усі щити. Вони рухаються зі швидкістю 5, оснащена комп'ютерним аналізатором прицілювання +6, завдаючи шкоди рівної 4 х 25 очок уражень.

TORPEDO_2_NAME        | Протонні Торпеди
TORPEDO_2_BRIEF       | Вистрілює один раз на 2 ходи
TORPEDO_2_DETAIL      | Високоенергетичні торпеди, які завдають 75 очок пошкодження, але можуть стартувати кожен другий хід. Кожна торпеда оснащена комп'ютерним аналізатором прицілювання +6.

TORPEDO_3_NAME        | Плазмові Торпеди
TORPEDO_3_BRIEF       | Втрачають 15 шкоди / клітину
TORPEDO_3_DETAIL      | Передові енергетичні торпеди, які завдають 150 очок пошкодження та рухаються зі швидкістю 6, але втрачають 15 шкоди за кожну пройдену клітину. Може стартувати кожен другий хід, оснащена комп'ютерним аналізатором прицілювання +7.

