

//
// Armor techs
// 
ARMOR_0_NAME     | Armură de Titan
SHIPWPN_21_NAME        | Dispozitiv Sfâșietor
SHIPWPN_21_DETAIL      | Dezlănțuie o cantitate enormă de energie asupra navelor inamice, provocând între 20 și 100 puncte de daună.

SHIPWPN_22_NAME        | Atacul Amibelor
SHIPWPN_22_DETAIL      | Un atac continuu care are o rază de 3 spații și care provoacă 250-1000 puncte de daună navelor inamice. Aspectul continuu al acesteia permite punctelor de daună în exces să lovească altă navă inamică.

SHIPWPN_23_NAME        | Raza de Cristal
SHIPWPN_23_DETAIL      | O rază ce înconjoară scuturile inamicului, producând 4 atacuri de provoacă 100-300 puncte de daună fiecare. Aceasta are o rază de 3 spații.


//
// Soil Enrichment techs
//
SOILENRICH_0_NAME     | Îmbogățirea Solului
SOILENRICH_0_DETAIL   | Convertește planetele standard în medii fertile, crescând rata natalității populației cu 50% și mărind dimensiunea planetei de bază cu +25% pentru un cost unic de 150 BC.

SOILENRICH_1_NAME     | Îmbogățirea Avansată a Solului
SOILENRICH_1_DETAIL   | Convertește planetele standard și fertile în medii perfecte, dublând rata natalității populației și mărind dimensiunea planetei de bază cu +50% pentru un cost unic de 300 BC.


//
// Stargate tech
//
STARGATE_0_NAME      | Porți Stelare Intergalactice
STARGATE_0_DETAIL    | Permite navelor tale să se deplaseze între orice două planete echipate cu porți stelare într-o singură tură. Acestea costă 3000 BC pentru a fi construite.


//
// Stasis Field tech
//
STASIS_0_NAME      | Câmp de Stază
STASIS_0_BRIEF     | Inamicul este înghețat pentru o tură
STASIS_0_DETAIL    | Îngheață un grup de nave inamice, până la un spațiu depărtare, pentru o tură. Navele înghețate nu pot ataca și nu pot fi atacate.


//
// Stream Weapon techs
//
STREAMWPN_0_NAME    | Proiector de Ioni
STREAMWPN_0_BRIEF   | Reduce armura inamicilor cu 20%
STREAMWPN_0_DETAIL  | Produce o rază intensă de ioni, reducând armura navelor inamice cu 20%,plus 1% pentru fiecare 2 nave care atacă, până la un maxim de 50% din numărul de Puncte de Viață cu care încep per atac.

STREAMWPN_1_NAME    | Proiector de Neutroni
STREAMWPN_1_BRIEF   | Reduce armura inamicilor cu 40%
STREAMWPN_1_DETAIL  | Produce o rază intensă de neutroni, reducând armura navelor inamice cu 40%,plus 1% pentru fiecare navă care atacă, până la un maxim de 75% din numărul de Puncte de Viață cu care încep per atac.


//
// Subspace Interdictor tech
//
SUBSPACEINT_0_NAME    | Interdicție Sub-Spațială
SUBSPACEINT_0_DETAIL  | Previne utilizarea teleportoarelor și a transportatoarelor militare de către inamic. Acest dispozitiv este adăugat automat tuturor bazelor de rachete.


//
// Subspace Teleporter tech
//
SUBSPACETEL_0_NAME    | Teleportor Sub-Spațial
SUBSPACETEL_0_BRIEF   | Teleportează nave în timpul luptei
SUBSPACETEL_0_DETAIL  | Teleportează navele echipate către orice punct pe harta de luptă înaintea stabilirii inițiativei în mod normal.


//
// Ship Torpedo Weapon techs
//
TORPEDO_0_NAME        | Torpile Anti-Materie
TORPEDO_0_BRIEF       | Lansează o torpilă odată la 2 ture
TORPEDO_0_DETAIL      | Torpilă puternică ce provoacă 30 de puncte de daună, dar care poate fi lansată odată la 2 ture. Fiecare torpilă este echipată cu un computer de direcționare de nivel +4.

TORPEDO_1_NAME        | Torpile Infernale
TORPEDO_1_BRIEF       | Lovește toate cele patru scuturi
TORPEDO_1_DETAIL      | Torpile învăluitoare ce lovesc toate cele 4 scuturile în același timp, provocând 25 de puncte de daună cu fiecare atac. Acestea se mișcă cu o viteză de 5. Fiecare torpilă este echipată cu un computer de direcționare de nivel +6.

TORPEDO_2_NAME        | Torpile de Protoni
TORPEDO_2_BRIEF       | Lansează o torpilă odată la 2 ture
TORPEDO_2_DETAIL      | Torpilă puternică ce provoacă 75 de puncte de daună, dar care poate fi lansată odată la 2 ture. Fiecare torpilă este echipată cu un computer de direcționare de nivel +6.

TORPEDO_3_NAME        | Torpile de Plasmă
TORPEDO_3_BRIEF       | Lansează o torpilă odată la 2 ture, pierde 15 puncte de daună per spațiu
TORPEDO_3_DETAIL      | Torpilă formată din energie pură ce provoacă 150 de puncte de daună și se mișcă cu o viteză de 6, dar pierde 15 puncte de daună cu fiecare spațiu traversat. Fiecare torpilă este echipată cu un computer de direcționare de nivel +7 și poate fi lansată odată la 2 ture.

