

//
// Armor techs
// 
ARMOR_0_NAME     | Титанова броня
SUBSPACETEL_0_BRIEF   | Телепортира Кораб в Битка
SUBSPACETEL_0_DETAIL  | Телепортира кораби до всяко място на бойната карта и преди да определи бойната инициатива нормално.


//
// Ship Torpedo Weapon techs
//
TORPEDO_0_NAME        | Торпеда Анти-Материя
TORPEDO_0_BRIEF       | Изстрелва един удар на 2 хода
TORPEDO_0_DETAIL      | Високоенергийни проследяващи торпеда, които нанасят 30 точки щети, но могат да бъдат изстрелвани само през ход. Всяко торпедо е снабдено с компютър за насочване на ниво +4.

TORPEDO_1_NAME        | Торпеда от Ада
TORPEDO_1_BRIEF       | Удря Всички Четири Щита
TORPEDO_1_DETAIL      | Обгръщащи енергийни торпеда, които едновременно удрят всички щитове. Те се движат със скорост 5, ръководят се от компютър за насочване на ниво +6, доставящ щети, равни на четири 25-точкови атаки.

TORPEDO_2_NAME        | Протонни Торпеда
TORPEDO_2_BRIEF       | Изстрелва един удар на 2 хода
TORPEDO_2_DETAIL      | Високо-Ефективни енергийни торпеда, които нанасят 75 точки щети, но могат да бъдат изстреляни само през ход. Всяко торпедо е оборудвано с компютър за насочване на ниво +6.

TORPEDO_3_NAME        | Плазмени Торпеда
TORPEDO_3_BRIEF       | Губи 15 щети/многоъгълник
TORPEDO_3_DETAIL      | Чисто енергийни торпеда, които нанасят 150 точки щети и се движат със скорост 6, но губят 15 щети за изминато пространство. Стартовият апарат задейства всеки втори ход и има компютър за насочване +7.

