

//
// Armor techs
// 
ARMOR_0_NAME     | Θωράκιση Τιτανίου
MISSWPN_8_BRIEF2    | 5 βολές, +5 στόχευση
MISSWPN_8_DETAIL    | Πολύ προηγμένος πύραυλος  που εκρήγνυται για 25 πόντους ζημιάς. Ο Ηράκλειος Πύραυλος κινείται με ταχύτητα 4.5 και ελέγχεται από επιπέδου +5 υπολογιστή στόχευσης.

MISSWPN_9_NAME      | Πύραυλοι Διέους
MISSWPN_9_BRIEF     | 2 βολές, +6 στόχευση
MISSWPN_9_BRIEF2    | 5 βολές, +6 στόχευση
MISSWPN_9_DETAIL    | Οι πιο προηγμένοι διαθέσιμοι πύραυλοι. Ικανοί να πλήξουν εχθρικά σκάφη για 30 πόντους ζημιάς κινούμενοι με ταχύτητα 5. Ο πύραυλος ελέγχεται από επιπέδου +6 υπολογιστή στόχευσης.

MISSWPN_10_NAME      | Πύραυλοι Πακέτου Διασποράς X
MISSWPN_10_BRIEF     | 2 βολές, Διασπορά σε 10
MISSWPN_10_BRIEF2    | 5 βολές, Διασπορά σε 10
MISSWPN_10_DETAIL    | Έκδοση πολλαπλών κεφαλών του Πυραύλου Κεντρί, που διασπάται σε 10 χωριστές κεφαλές που καθεμιά εκρήγνυται για 15 πόντους ζημιάς, κινείται με ταχύτητα 3.5, και κατευθύνεται από επιπέδου +3 υπολογιστή στόχευσης.


//
// Personal Shield techs for ground combat
//
// default "no shield" tech that each player starts with
PERSSHIELD_0_NAME     | 
PERSSHIELD_0_DETAIL   | 

PERSSHIELD_1_NAME     | Προσωπική Ασπίδα Άπωσης
PERSSHIELD_1_DETAIL   | Προστατεύει μεμονωμένα επίγεια στραυτεύματα με ένα κατευθυνόμενο ενεργειακό πεδίο. Προσθέτει +10 σε όλες τις επίγειες μάχες.

PERSSHIELD_2_NAME     | Προσωπική Ασπίδα Απορρόφησης
PERSSHIELD_2_DETAIL   | Απορροφά την ζημιά που κάνει οποιοδήποτε όπλο χειρός. Προσθέτει +20 σε όλες τις επίγειες μάχες.

PERSSHIELD_3_NAME     | Προσωπική ασπίδα Φράγματος
PERSSHIELD_3_DETAIL   | Καλύπτει πλήρως τον στρατιώτη με ένα σχεδόν απαραβίαστο δυναμικό πεδίο. Προσθέτει +30 σε όλες τις επίγειες μάχες.


//
// Planetary Shield techs 
//
PLANETSHIELD_0_NAME    | Πλανητική Ασπίδα Κλάσης V
PLANETSHIELD_0_DETAIL  | Απορροφά 5 πόντους ζημιάς από όλες τις πλανητικές επιθέσεις επιφανείας, προσθέτοντας ενέργεια στις ασπίδες εκτροπής των πυραυλικών βάσεων.

PLANETSHIELD_1_NAME    | Πλανητική Ασπίδα Κλάσης X
PLANETSHIELD_1_DETAIL  | Απορροφά 10 πόντους ζημιάς από όλες τις πλανητικές επιθέσεις επιφανείας, προσθέτοντας ενέργεια στις ασπίδες εκτροπής των πυραυλικών βάσεων.

PLANETSHIELD_2_NAME    | Πλανητική Ασπίδα Κλάσης XV
PLANETSHIELD_2_DETAIL  | Απορροφά 15 πόντους ζημιάς από όλες τις πλανητικές επιθέσεις επιφανείας, προσθέτοντας ενέργεια στις ασπίδες εκτροπής των πυραυλικών βάσεων.

PLANETSHIELD_3_NAME    | Πλανητική Ασπίδα Κλάσης XX
PLANETSHIELD_3_DETAIL  | Απορροφά 20 πόντους ζημιάς από όλες τις πλανητικές επιθέσεις επιφανείας, προσθέτοντας ενέργεια στις ασπίδες εκτροπής των πυραυλικών βάσεων.


//
// Repulsor tech 
//
REPULSOR_0_NAME    | Ακτίνα Άπωσης
REPULSOR_0_BRIEF   | Ωθεί τα εχθρικά σκάφη προς τα πίσω 1 διάστημα
REPULSOR_0_DETAIL  | Απωθεί εχθρικά σκάφη προς τα πίσω κατά ένα διάστημα μακρυά από το αμυνόμενο σκάφος. Αυτό το ειδικευμένο όπλο έχει εμβέλεια ενός διαστήματος.


//
// Reserve Fuel tech 
//
RSRVFUEL_0_NAME    | Εφεδρ. Δεξαμενές Καυσίμων
RSRVFUEL_0_BRIEF   | Εκτείνει την Εμβέλεια κατά %1 έτη φωτός.
RSRVFUEL_0_DETAIL  | Οι Εφεδρικές Δεξαμενές Καυσίμων αυξάνουν την εμβέλεια ενός Σκάφους.


//
// Robotic Controls techs 
//
ROBOTCTRL_0_NAME     | Βελτιωμένος Ρομποτικός Έλεγχος III
ROBOTCTRL_0_DETAIL   | Επιτρέπει την διαχείριση 3 εργοστασίων ανά μονάδα πληθυσμού. Το κόστος εφαρμογής της αναβάθμισης είναι το μισό του συνήθους ανά εργοστάσιο.

ROBOTCTRL_1_NAME     | Βελτιωμένος Ρομποτικός Έλεγχος IV
ROBOTCTRL_1_DETAIL   | Επιτρέπει την διαχείριση 4 εργοστασίων ανά μονάδα πληθυσμού. Το κόστος εφαρμογής της αναβάθμισης είναι το συνήθες ανά εργοστάσιο.

ROBOTCTRL_2_NAME     | Βελτιωμένος Ρομποτικός Έλεγχος V
ROBOTCTRL_2_DETAIL   | Επιτρέπει την διαχείριση 5 εργοστασίων ανά μονάδα πληθυσμού. Το κόστος εφαρμογής της αναβάθμισης είναι μιάμισι φορά πλέον του συνήθους ανά εργοστάσιο.

ROBOTCTRL_3_NAME     | Βελτιωμένος Ρομποτικός Έλεγχος VI
ROBOTCTRL_3_DETAIL   | Επιτρέπει την διαχείριση 6 εργοστασίων ανά μονάδα πληθυσμού. Το κόστος εφαρμογής της αναβάθμισης είναι το διπλάσιο του συνήθους ανά εργοστάσιο.

ROBOTCTRL_4_NAME     | Βελτιωμένος Ρομποτικός Έλεγχος VII
ROBOTCTRL_4_DETAIL   | Επιτρέπει την διαχείριση 3 εργοστασίων ανά μονάδα πληθυσμού. Το κόστος εφαρμογής της αναβάθμισης είναι 2.5 φορές πλέον του συνήθους ανά εργοστάσιο.


//
// Scanner techs 
//
SCANNER_0_NAME       | Σαρωτής Μάχης
SCANNER_0_BRIEF      | Σαρώνει τα εχθρικά σκάφη στη διάρκεια της Μάχης
SCANNER_0_DETAIL     | Αποκαλύπτει τεχνικές προδιαγραφές εχθρικών σκαφών κατά την μάχη.

SCANNER_1_NAME       | Σαρωτής Διαστημικού Βάθους
SCANNER_1_BRIEF      | Ανιχνεύει σκάφη μέχρι και 5 έτη-φωτός μακρυά
SCANNER_1_DETAIL     | Ανιχνεύει εχθρικά σκάφη έως 5 έτη φωτός μακρυά από τις αποικίες σου και 1 έτος φωτός μακρυά από τα σκάφη σου.

SCANNER_2_NAME       | Βελτιωμένος Διαστημικός Σαρωτής
SCANNER_2_BRIEF      | Ανιχνεύει εχθρικά σκάφη έως 7 έτη-φωτός μακρυάy
SCANNER_2_DETAIL     | Ανιχνεύει εχθρικά σκάφη έως 7 έτη φωτός μακρυά από τις αποικίες σου και 2 έτη φωτός μακρυά από τα σκάφη σου. Μπορεί να προσδιοριστεί ο προρισμός του εχθρικού σκάφους.

SCANNER_3_NAME       | Προηγμένος Διαστημικός Σαρωτής
SCANNER_3_BRIEF      | Eπιτρέπει την εξερεύνηση πλανητών έως 9 έτη-φωτός μακρυά 
SCANNER_3_DETAIL     | Eπιτρέπει την εξερεύνηση πλανητών έως 9 έτη φωτός μακρυά από τις αποικίες σου και ανιχνεύει εχθρικά σκάφη βρισκόμενα εώς 3 έτη φωτός μακρυά από τα σκάφη σου. 


//
// Ship Inertial techs 
//
SHIPINERTIAL_0_NAME     | Σταθεροποιητής Αδράνειας
SHIPINERTIAL_0_BRIEF    | Προσθέτει +2 στην κινητικότητα
SHIPINERTIAL_0_DETAIL   | Μειώνει την αδράνεια των σκαφών, προσθέτωντας 2 κλάσεις ικανότητας ελιγμών στη μάχη (+2 άμυνα και +1 ταχύτητα μάχης).

SHIPINERTIAL_1_NAME     | Εκμηδενιστής Αδράνειας
SHIPINERTIAL_1_BRIEF    | Προσθέτει +4 στην κινητικότητα
SHIPINERTIAL_1_DETAIL   | Καταργεί την αδράνεια των σκαφών προσθέτοντας 2 κλάσεις ικανότητας ελιγμών στη μάχη. Επίσης μειώνει την επίδραση των επιθέσεων όπλων Μαύρης Οπής κατά -30%.


//
// Ship Nullifier techs 
//
SHIPNULLIFIER_0_NAME     | Εκμηδενιστής Τεχνολογίας
SHIPNULLIFIER_0_BRIEF    | Καταστρέφει τους Η/Υ του Αντιπάλου
SHIPNULLIFIER_0_DETAIL   | Προκαλεί έντονες παρεμβολές στους Η/Υ και ΗΑΜ του αντιπάλου, μειώνοντας κατά 2-6 το επίπεδο τους ανά επίθεση. Η εμβέλεια του ξεπερνά αυτήν των περισσότερων οπλικών συστημάτων.

SHIPNULLIFIER_1_NAME     | Εξομαλυντής Στρέβλωσης
SHIPNULLIFIER_1_BRIEF    | Μειώνει την ταχύτητα των εχθρικών σκαφών
SHIPNULLIFIER_1_DETAIL   | Οι Εξομαλυντές Στρέβλωσης είναι οπλικά συστήματα μακράς εμβέλειας που διαταράσσουν τη λειτουργία των κινητήρων εχθρικών αστροπλοίων, μειώνοντας την ταχύτητα τους με κάθε επίθεση.


//
// Ship Weapon techs 
//
SHIPWPN_0_NAME         | Λέηζερ
SHIPWPN_0_ITEM2        | Κανόνι Λέηζερ
SHIPWPN_0_DETAIL       | Όπλο ακτίνων ευθείας βολής, το Λέηζερ προξενεί 1-4 πόντους ζημιάς. Τα κανόνια Λέηζερ έχουν εμβέλεια 2 διαστημάτων και προξενούν 1-7 πόντους ζημιάς.

SHIPWPN_1_NAME         | Πυροβόλο Λέηζερ
SHIPWPN_1_BRIEF        | Πυροβολεί 4 φορές/γύρο
SHIPWPN_1_DETAIL       | Προηγμένο όπλο λέηζερ που βάλλει έως τέσσερις φορές ανά γύρο κάνοντας 1-4 πόντους ζημιάς με κάθε πλήγμα.

SHIPWPN_2_NAME         | Πυροβόλο Σφαιρίδιων Νετρίνων
SHIPWPN_2_BRIEF        | Μειώνει Ασπίδα στο 1/2
SHIPWPN_2_DETAIL       | Όπλο ροής Βαρέων Σωματιδίων που μειώνει στο μισό την δραστικότητα των εχθρικών ασπίδων εκτροπής και προξενεί 2 έως 5 πόντους ζημιάς.

SHIPWPN_3_NAME         | Κανόνι Ιόντων
SHIPWPN_3_ITEM2        | Επαναληπτικό Κανόνι Ιόντων
SHIPWPN_3_DETAIL       | Ακτινικό όπλο υψηλής έντασης που προξενεί 3-8 πόντους ζημιάς. Τα Επαναληπτικά Κανόνια Ιόντων προξενούν 3-15 πόντους ζημιάς με εμβέλεια 2 διαστημάτων.

SHIPWPN_4_NAME         | Επιταχυντής Φορτίου
SHIPWPN_4_BRIEF        | Μειώνει Ασπίδα στο 1/2
SHIPWPN_4_DETAIL       | Ένας γραμμικός επιταχυντής που μειώνει στο μισό την επίδραση των εχθρικών ασπίδων εκτροπής και προξενεί 5-8 πόντους ζημιάς.

SHIPWPN_5_NAME         | Εκρηχτήρας Νετρονίων
SHIPWPN_5_ITEM2        | Ενισχυμένος Εκρηχτήρας Νετρονίων
SHIPWPN_5_DETAIL       | Υψηλής ισχύος όπλα ακτίνων που προξενούν 3-12 πόντους ζημιάς. Οι Ενισχυμένοι Εκρηχτήρες Νετρονίων προξενούν πλήγμα 3-24 πόντων σε ακτίνα έως 2 διαστημάτων.

SHIPWPN_6_NAME         | Ακτίνα Βαρυτόνιων
SHIPWPN_6_BRIEF        | Επίθεση Ακτίνας Ροής
SHIPWPN_6_DETAIL       | Ακτίνα έλξης-άπωσης ικανή να διαλύσει τα αστρόπλοια σε κομμάτια. Προξενεί πλήγμα 1-15 πόντων, και η επίδραση της συνεχούς ροής προξενεί επιπλέον ζημιά που μεταφέρεται και σε άλλα σκάφη.

SHIPWPN_7_NAME         | Συμπαγής Ακτίνα
SHIPWPN_7_BRIEF        | Μειώνει Ασπίδα στο 1/2
SHIPWPN_7_DETAIL       | Ένα όπλο ακτίνων ενέργειας μετατρεπόμενης σε ύλη που μειώνει στο μισό την επίδραση των εχθρικών ασπίδων εκτροπής, και προξενεί 8-12 πόντους ζημιάς.

SHIPWPN_8_NAME         | Ακτίνα Σύντηξης
SHIPWPN_8_ITEM2        | Κανόνι Ακτίνων Σύντηξης
SHIPWPN_8_DETAIL       | Όπλο Ακτίνων υψηλής έντασης που προξενεί 4-16 πόντους ζημιάς. Τα κανόνια Ακτίνων Σύντηξης προξενούν 4-30 πόντους ζημιάς με εμβέλεια 2 διαστημάτων.

SHIPWPN_9_NAME         | Κανόνι Ενεργειακών Ριπών
SHIPWPN_9_BRIEF        | +3 στο επίπεδο στόχευσης
SHIPWPN_9_DETAIL       | Εκτινάσσει πολλαπλές ριπές καθαρής ενέργειας σε ευρεία ακτίνα. Έχει +30% επιπλέον πιθανότητα να βρεί στόχο και προξενεί 2-20 πόντους ζημιάς.

SHIPWPN_10_NAME        | Φέηζορ
SHIPWPN_10_ITEM2       | Ενισχυμένο Φέηζορ
SHIPWPN_10_DETAIL      | Ακτίνες συνχρονισμένης ενέργειας που προξενούν 5 έως 20 πόντους ζημιάς. Τα ενισχυμένα Φέηζορ βάλλουν για 5-40 πόντους ζημιάς και έχουν εμβέλεια 2 διαστημάτων.

SHIPWPN_11_NAME        | Αυτόματος Εκρηχτήρας
SHIPWPN_11_BRIEF       | Βάλει 3 φορές/γύρο
SHIPWPN_11_DETAIL      | Προηγμένος εκρηχτήρας νετρονίων που βάλλει έως τρείς φορές κάθε γύρο για 4-16 πόντους ζημιάς ανά πλήγμα.

SHIPWPN_12_NAME        | Ακτίνα Ταχυονίων
SHIPWPN_12_BRIEF       | Επίθεση Ροής
SHIPWPN_12_DETAIL      | Πυροβολεί μια έντονη ροή από σωματίδια ταχυονίων που προξενούν 1-25 πόντους πλήγματος στα εχθρικά σκάφη. Η συνεχόμενη επίδραση της ακτίνας ροής επιτρέπει την μεταφορά επιπλέον ζημιάς σε άλλα σκάφη.

SHIPWPN_13_NAME        | Αυτόματο Μαγνητικό Κανόνι
SHIPWPN_13_BRIEF       | 1/2 Ασπίδες, βάλλει 4x
SHIPWPN_13_DETAIL      | Ένας προηγμένος Γραμμικός Επιταχυντής(τύπου Γκάους) ικανός να βάλλει 4 εκρηκτικά βλήματα ανά γύρο που προξενούν 7 με 10 πόντους ζημιάς το καθένα. Αυτές οι βλητικές οβίδες μειώνουν επίσης στο ήμισι την αποτελεσματικότητα των εχθρικών ασπίδων.

SHIPWPN_14_NAME        | Ακτίνα Σωματιδίων
SHIPWPN_14_BRIEF       | Μειώνει Ασπίδα στο 1/2
SHIPWPN_14_DETAIL      | Σωματιδιακοί Επιταχυντές Υψηλής Εντάσεως με ικανότητα πλήγματος των εχθρικών σκαφών για 10-20 πόντους ζημιάς ενώ μειώνουν και στο μισό την επίδραση των εχθρικών ασπίδων.

SHIPWPN_15_NAME        | Κανόνι Πλάσματος
SHIPWPN_15_DETAIL      | Βάλλει έντονες ριπές ενέργειας που προξενούν 6-30 πόντους ζημιάς σε απόσταση 1.

SHIPWPN_16_NAME        | Ακτίνα Θανάτου
SHIPWPN_16_DETAIL      | Ένα Αρχαίο όπλο απίστευτης καταστροφικής δύναμης που προξενεί 200-1000 πόντους ζημιας και έχει εμβέλεια ενός διαστήματος.

SHIPWPN_17_NAME        | Διαταράκτης
SHIPWPN_17_DETAIL      | Απελευθερώνει τρομερές ριπές καθαρής ενέργειας που χτυπούν εχθρικούς στόχους εως 2 διαστήματα μακρυά για 10-40 πόντους ζημιάς.

SHIPWPN_18_NAME        | Συγχρονιστής Παλμού
SHIPWPN_18_BRIEF       | Βάλλει 3 φορές/γύρο
SHIPWPN_18_DETAIL      | Ένας προηγμένος αξονικός συγχρονιστής ικανός να πυροβολεί 3 ριπές ανά γύρο για 5-20 πόντους ζημιάς ανά πλήγμα.

SHIPWPN_19_NAME        | Κανόνι Πλάσματος Τριπλής Εστίασης
SHIPWPN_19_DETAIL      | Πυροβολεί μια τριάδα από ακτίνες πλάσματος υψηλή έντασης προξενώντας 20 με 50 πόντους ζημιάς.

SHIPWPN_20_NAME        | Αστρικός  Μετατροπέας
SHIPWPN_20_BRIEF       | Βάλει και τις 4 Ασπίδες
SHIPWPN_20_DETAIL      | Περιβάλλει το στόχο με ένα εξαιρετικά ισχυρό Πεδίο μετατροπής ύλης σε ενέργεια, προξενώντας τέσσερις επιθέσεις 10 με 35 πόντων. Έχει εμβέλεια 3 διαστημάτων.

SHIPWPN_21_NAME        | Συσκευή Σφυροκοπήματος
SHIPWPN_21_DETAIL      | Απελευθερώνει γιγαντιαία ποσά εστιασμένης ενέργειας εναντίων εχθρικών στόχων, προξενώντας προξενώντας 20-100 πόντους ζημιάς.

SHIPWPN_22_NAME        | Ροή Αμοιβάδος
SHIPWPN_22_DETAIL      | Ενεργειακή Ροή που προκαλεί 250-1000 πόντους ζημιάς με εμβέλεια 3 διαστημάτων. Η Επίδραση της συνεχούς ροής επιτρέπει να μεταφερθεί η προξενειθείσα ζημιά από σκάφος σε σκάφος.

SHIPWPN_23_NAME        | Κρυσταλλική Ακτίνα
SHIPWPN_23_DETAIL      | Μια Ακτίνα που περιβάλλει τις ασπίδες του στόχου, επιφέροντας 4 επιθέσεις για 100-300 πόντους ζημιάς η κάθε μια. Έχει εμβέλεια 3 διαστημάτων.


//
// Soil Enrichment techs
//
SOILENRICH_0_NAME     | Ενίσχυση Εδάφους
SOILENRICH_0_DETAIL   | Μετατρέπει Κανονικούς πλανήτες σε Γόνιμους, αυξάνοντας τον ρυθμό αύξησης πληθυσμού κατά 50% και μεγαλώνοντας το τρέχον μέγεθος του πλανήτη κατά +25% με άπαξ κόστος 150 ΔΙΣ.

SOILENRICH_1_NAME     | Προηγμένη Ενίσχυση Εδάφους
SOILENRICH_1_DETAIL   | Μετατρέπει Κανονικούς και Γόνιμους πλανήτες σε πλανήτες τύπου Γαίας, διπλασιάζοντας την ανάπτυξη του πληθυσμού και μεγαλώνοντας το τρέχον μέγεθος του πλανήτη κατά +50% με άπαξ κόστος 300 ΔΙΣ.


//
// Stargate tech
//
STARGATE_0_NAME      | Διαλαξιακές Αστρικές Πύλες
STARGATE_0_DETAIL    | Επιτρέπουν στα σκάφη σου να μετακινούνται μεταξύ οποιονδήποτε πλανητών εφοδιασμένων με Αστρικές Πύλες σε ένα μόνο γύρο. Το κτίσιμο κοστίζει 3000 ΔΙΣ.


//
// Stasis Field tech
//
STASIS_0_NAME      | Πεδίο Αδρανοποίησης
STASIS_0_BRIEF     | Πάγωμα Αντιπάλου 1 γύρου
STASIS_0_DETAIL    | Παγώνει μια ομάδα εχθρικών σκαφών, έως ένα διάστημα μακρυά, για ένα γύρο. Δεν μπορείς να επιτεθείς στα "παγωμένα" σκάφη ή να σου επιτεθούν αυτά.


//
// Stream Weapon techs
//
STREAMWPN_0_NAME    | Προβολέας Ροής Ιόντων
STREAMWPN_0_BRIEF   | Μειώνει την θωράκιση εχθρού κατά 20%
STREAMWPN_0_DETAIL  | Πυροβολεί μια έντονη έκρηξη Ιόντων, μειώνοντας την θωράκιση κάθε στόχου κατά 20% σύν 1% ανά 2 βάλλοντα σκάφη, μέχρι του μέγιστου 50% των αρχικών πόντων πλήγματος/επίθεση.

STREAMWPN_1_NAME    | Προβολέας Ροής Νετρονίων
STREAMWPN_1_BRIEF   | Μειώνει τη θωράκιση εχθρού κατά 40%
STREAMWPN_1_DETAIL  | Πυροβολεί μια έκρηξη συγκεντρωμένων νετρονίων, μειώνοντας την θωράκιση κάθε στόχου στο αντίπαλο στρατόπεδο κατά 40% σύν 1% ανά σκάφος που βάλλει, μέχρι του μέγιστου 75% των πόντων του πλήγματος ανά επίθεση.


//
// Subspace Interdictor tech
//
SUBSPACEINT_0_NAME    | Υποδιαστημικός Αναστολέας
SUBSPACEINT_0_DETAIL  | Αποτρέπει την χρήση εχθρικών υποδιαστημικών και μαχητικών τηλεμεταφορέων. Η συσκευή προστίθεται αυτομάτως στις πυραυλικές βάσεις.


//
// Subspace Teleporter tech
//
SUBSPACETEL_0_NAME    | Υποδιαστημικός Τηλεμεταφορέας
SUBSPACETEL_0_BRIEF   | Τηλεμεταφέρει το σκάφος εν ώρα μάχης
SUBSPACETEL_0_DETAIL  | Τηλεμεταφέρει τα σκάφη σε οποιοδήποτε σημείο του χάρτη του πεδίου της μάχης και μάλιστα προτού αποφασιστεί η πρωτοβουλία κινήσεων.


//
// Ship Torpedo Weapon techs
//
TORPEDO_0_NAME        | Τορπίλες Αντι-Ύλης
TORPEDO_0_BRIEF       | Βάλλει μία κάθε 2 γύρους
TORPEDO_0_DETAIL      | Τορπίλες υψηλής ενέργειας και τροχιάς που προξενούν 30 πόντους ζημιάς αλλά μπορούν να βάλλουν μόνο γύρο παρά γύρο. Κάθε τορπίλη είναι εξοπλισμένη με ένα επιπέδου +4 υπολογιστή στόχευσης.

TORPEDO_1_NAME        | Τορπίλες Πυριφλεγέθωντος
TORPEDO_1_BRIEF       | Χτυπά και τις 4 Ασπίδες
TORPEDO_1_DETAIL      | Τορπίλες ενέργειας που εσωκλείουν σε πεδίο και κτυπούν ταυτόχρονα όλες τις ασπίδες. Κινούνται με ταχύτητα 5, οδηγούνται από επιπέδου +6 υπολογιστή στόχευσης, προξενώντας ζημιά ύψους τεσσάρων 25-ποντων επιθέσεων.

TORPEDO_2_NAME        | Τορπίλες Πρωτονίων
TORPEDO_2_BRIEF       | Βάλλει κάθε 2 γύρους
TORPEDO_2_DETAIL      | Ενεργειακές τορπίλες υψηλής απόδοσης που προξενούν 75 πόντους ζημιάς αλλά μπορούν να βάλλουν μόνο γύρο παρά γύρο. Κάθε τορπίλη είναι εξοπλισμένη με επιπέδου +6 υπολογιστή στόχευσης.

TORPEDO_3_NAME        | Τορπίλες Πλάσματος
TORPEDO_3_BRIEF       | Χάνει 15 ζημιά/εξάγωνο
TORPEDO_3_DETAIL      | Τορπίλες καθαρής ενέργειας που προξενούν 150 πόντους ζημιάς και κινούνται με ταχύτητα 6, αλλά χάνουν 15 πόντους τελικής ζημιάς/γύρο ανά διανυόμενο διάστημα. Ο εκτοξευτήρας βάλλει γύρο παρά γύρο και διαθέτει επιπέδου +7 υπολογιστή καθοδήγησης.

