

//
// Armor techs
// 
ARMOR_0_NAME     | Titánpáncél
SHIPWPN_16_DETAIL      | Egy hihetetlen pusztító erejű ősi fegyver, amely 200-1000 értékű kárt okoz és egy mezőnyi hatótávolsággal rendelkezik.

SHIPWPN_17_NAME        | Elemszaggató
SHIPWPN_17_DETAIL      | Hatalmas, tiszta energiát szabadít fel, amely akár két mezővel távolabb lévő ellenséges célpontokat is eltalálhat 10-40 értékű kárt okozván.

SHIPWPN_18_NAME        | Pulzus halálhullám
SHIPWPN_18_BRIEF       | 3-szor tüzel fordulókként
SHIPWPN_18_DETAIL      | Egy fejlett típusú halálhullám, amely forulónként 3 sorozatot képes kilőni 5-20 értékű károsodást okozván minden egyes találattal.

SHIPWPN_19_NAME        | Háromfókuszú plazmaágyú
SHIPWPN_19_DETAIL      | Három, nagy intenzitású plazmasugarat lő ki, amelyek 20-50 értékű kárt képesek okozni.

SHIPWPN_20_NAME        | Csillagátalakító
SHIPWPN_20_BRIEF       | Mind a négy pajzsot eltalálja
SHIPWPN_20_DETAIL      | Egy endkívül erős, anyagból-energia konverziós mezővel veszi körül a célpontot, négy 10-35 értékű károsodást okozva. 3 mezőnyi hatótávolsággal rendelkezik.

SHIPWPN_21_NAME        | Buzogánykészülék
SHIPWPN_21_DETAIL      | Hatalmas mennyiségű összpontosított energiát szabadít fel az ellenséges célpontokra, 20-100 értékű károsodást okozva.

SHIPWPN_22_NAME        | Az amőba áramlat
SHIPWPN_22_DETAIL      | Egy áramlat, ami 250-1000 értékű károsodást okoz és 3 mezőnyi hatótávolsággal rendelkezik. A folyamatos áramlathatás lehetővé teszi, hogy a többlet károkozást az egyik hajóról a másikra vigye át.

SHIPWPN_23_NAME        | A kristálysugár
SHIPWPN_23_DETAIL      | Egy sugár, amely körülveszi a célpont pajzsait és 4 támadást ad le 100-300 értéknyi kárral. 3 mezőnyi hatótávolsággal rendelkezik.


//
// Soil Enrichment techs
//
SOILENRICH_0_NAME     | Talajdúsítás
SOILENRICH_0_DETAIL   | A szabványos bolygókat termékeny közeggé gazdagítja, ami 50%-kal növeli a népességnövekedést és +25%-kal növeli az alapbolygó méretét egy egyszeri 150 EK-nyi kiadásért.

SOILENRICH_1_NAME     | Fejlett talajdúsítás
SOILENRICH_1_DETAIL   | Átalakítja a szabványos és termékeny bolygókat gaiákká, megkétszerezi a népességnövekedést és +50%-kal növeli a bolygó alapméretét egy egyszeri 300 EK-nyi kiadásért.


//
// Stargate tech
//
STARGATE_0_NAME      | Intergalaktikus csillagkapuk
STARGATE_0_DETAIL    | Lehetővé teszi, hogy hajóink egyetlen fordulóban mozogjanak bármely két csillagkapuval felszerelt bolygó között. A kiépítése 3000 EK-be kerül.


//
// Stasis Field tech
//
STASIS_0_NAME      | Pangásmező
STASIS_0_BRIEF     | Az ellenség 1 fordulóra le van fagyasztva
STASIS_0_DETAIL    | Egy fordulóra leállítja az ellenséges hajók egy csoportját, legfeljebb egy mezőnyi távolságon belül és egy fordulón át. A pangó hajók nem támadhatnak és nem támadhatók meg.


//
// Stream Weapon techs
//
STREAMWPN_0_NAME    | Ionáramlat projektor
STREAMWPN_0_BRIEF   | 20%-kal csökkenti az ellenséges páncélt
STREAMWPN_0_DETAIL  | Intenzív ionlövést tüzel, csökkentvén az ellenfél csoportjában lévő összes célpont páncélzatát 20%-kal plusz 1%-kal minden tüzelő hajónként. Ez a bónusz támadásonként legfeljebb a kezdő állékonyságpontok 50%-áig növekedhet.

STREAMWPN_1_NAME    | Neutron Stream Projector
STREAMWPN_1_BRIEF   | 40%-kal csökkenti az ellenséges páncélt
STREAMWPN_1_DETAIL  | Koncentrált neutrínók robbanását lövi ki, csökkentvén az ellenfél csoportjában lévő összes célpont páncélzatát 40%-kal plusz 1%-kal minden tüzelő hajónként. Ez a bónusz támadásonként legfeljebb a kezdő állékonyságpontok 75%-áig növekedhet.


//
// Subspace Interdictor tech
//
SUBSPACEINT_0_NAME    | Altér-zavaró
SUBSPACEINT_0_DETAIL  | Megakadályozza az ellenséges altér teleporterek és harci szállítók használatát. Az eszköz automatikusan hozzáadódik a rakétabázisokhoz.


//
// Subspace Teleporter tech
//
SUBSPACETEL_0_NAME    | Altér Teleporter
SUBSPACETEL_0_BRIEF   | Harcba teleportálja a hajót
SUBSPACETEL_0_DETAIL  | Teleportálja a hajókat a harci térképen lévő tetszőleges helyre, mielőtt még a harci sorrend szabványosan meg lenne határozva.


//
// Ship Torpedo Weapon techs
//
TORPEDO_0_NAME        | Antianyag-torpedók
TORPEDO_0_BRIEF       | 2 fordulónként egyet tüzel
TORPEDO_0_DETAIL      | Nagy energiájú nyomkövető torpedók, amelyek 30 értékű károsodást okoznak, de csak minden második fordulóban lőhetők ki. Minden torpedó +4 szintű célzószámítógéppel van felszerelve.

TORPEDO_1_NAME        | Pokoltűz-torpedók
TORPEDO_1_BRIEF       | Mind a négy pajzsot eltalálja
TORPEDO_1_DETAIL      | Beburkoló energiatorpedók, amelyek egyszerre csapnak le minden pajzsra. 5-ös sebességgel mozognak, egy +6 szintű célzószámítógép vezérli őket és négy 25 értékű támadásnak megfelelő kárt okoznak.

TORPEDO_2_NAME        | Protontorpedók
TORPEDO_2_BRIEF       | 2 fordulónként egyet tüzel
TORPEDO_2_DETAIL      | Nagy energiahozamú torpedók, amelyek 75 értékben károsítanak, de csak minden második fordulóban lőhetők ki. Minden torpedó +6 szintű célzószámítógéppel van felszerelve.

TORPEDO_3_NAME        | Plazmatorpedók
TORPEDO_3_BRIEF       | 15 károsításpotenciált veszít mezőnként
TORPEDO_3_DETAIL      | Tiszta energiájú torpedók, amelyek 150 értékű kárt okoznak és 6-os sebességgel mozognak, de megtett mezőnként 15 károkozási potenciált veszítenek. Az kilövő minden második fordulóban tüzel és egy +7 szintű célzószámítógéppel van felszerelve.

