

//
// Armor techs
// 
ARMOR_0_NAME     | Armure en Titane
//
// Subspace Interdictor tech
//
SUBSPACEINT_0_NAME    | Interdicteur sub-spatial
SUBSPACEINT_0_DETAIL  | Empêche l'utilisation de téléporteurs subspatiaux ennemis et de transporteurs de combat. L'appareil est automatiquement ajouté aux bases de missiles.

//
// Subspace Teleporter tech
//
SUBSPACETEL_0_NAME    | Téléporteur subspatial
SUBSPACETEL_0_BRIEF   | Téléporte le vaisseau au combat
SUBSPACETEL_0_DETAIL  | Téléporte les vaisseaux dans n'importe quel espace de la carte de combat et avant de déterminer normalement l'initiative de combat.


//
// Ship Torpedo Weapon techs
//
TORPEDO_0_NAME        | Torpilles anti-matière
TORPEDO_0_BRIEF       | Tire un tous les 2 tours
TORPEDO_0_DETAIL      | Des torpilles de poursuite à haute énergie qui infligent 30 points de dégâts mais ne peuvent être tirées qu'un tour sur deux. Chaque torpille est équipée d'un ordinateur de ciblage de niveau +4.

TORPEDO_1_NAME        | Torpilles feu de l'enfer
TORPEDO_1_BRIEF       | Touche les quatre boucliers
TORPEDO_1_DETAIL      | Torpilles à énergie enveloppante qui frappent simultanément tous les boucliers. Ils se déplacent à vitesse 5, sont guidés par un ordinateur de ciblage de niveau +6, infligeant des dégâts égaux à quatre attaques de 25 points.

TORPEDO_2_NAME        | Torpilles à protons
TORPEDO_2_BRIEF       | Tire un tous les 2 tours
TORPEDO_2_DETAIL      | Torpilles énergétiques à haut rendement qui infligent 75 points de dégâts mais ne peuvent être tirées qu'un tour sur deux. Chaque torpille est équipée d'un ordinateur de ciblage de niveau +6.

TORPEDO_3_NAME        | Torpilles à plasma
TORPEDO_3_BRIEF       | Perd 15 dégâts/hex
TORPEDO_3_DETAIL      | Torpilles à énergie pure qui infligent 150 points de dégâts et se déplacent à la vitesse 6, mais perdent 15 dégâts par case parcourue. Le lanceur tire un tour sur deux et dispose d'un ordinateur de guidage +7.

