

//
// Armor techs
// 
ARMOR_0_NAME     | Titanpansar
// Stargate tech
//
STARGATE_0_NAME      | Integalaktiska Stjärnportar
STARGATE_0_DETAIL    | Tillåter färd för rymdskepp mellan två planeter utrustade med stjärnportar att utföras på endast en tur. Kostar 3000 BC att bygga.


//
// Stasis Field tech
//
STASIS_0_NAME      | Stasisfält
STASIS_0_BRIEF     | Fiende frusen 1 tur
STASIS_0_DETAIL    | Fryser en grupp fientliga skepp, upp till ett steg bort, med en turs varaktighet. Frusna skepp kan inte anfalla eller bli anfallna.


//
// Stream Weapon techs
//
STREAMWPN_0_NAME    | Jonströmsprojektor
STREAMWPN_0_BRIEF   | Reducerar fiendeskepps pansar med 20%
STREAMWPN_0_DETAIL  | Avfyrar en intensiv jonisk sprängning som reducerar pansareffektivitet i en hel fiendegrupp med 20% plus 1% per 2 eldgivande skepp, upp till en maximumreduktion på 50% av skeppens initiella pansartålighet per attack.

STREAMWPN_1_NAME    | Neutrinoströmsprojektor
STREAMWPN_1_BRIEF   | Reducerar fiendeskepps pansar med 40%
STREAMWPN_1_DETAIL  | Avfyrar en sprängmängd koncentrerade neutriner, vilket reducerar pansareffektivitet i en hel fiendegrupp med 40% plus 1% per eldgivande skepp, upp till en maximumreduktion av 75% av dess skadetålighet per attack.


//
// Subspace Interdictor tech
//
SUBSPACEINT_0_NAME    | Pararymds-Interferens-Enhet
SUBSPACEINT_0_DETAIL  | Förebygger bruk av fiendens pararymds-teleportering och stridstransportskepps förmåga att passera försvar. Enheten installeras automatiskt vid missilbaser.


//
// Subspace Teleporter tech
//
SUBSPACETEL_0_NAME    | Pararymds-Teleportering
SUBSPACETEL_0_BRIEF   | Teleporterar skepp i strid
SUBSPACETEL_0_DETAIL  | Teleporterar skepp till valfritt utrymme på stridskartan och innan initiativ för strid normalt beräknas.


//
// Ship Torpedo Weapon techs
//
TORPEDO_0_NAME        | Anti-Materia-Torpeder
TORPEDO_0_BRIEF       | Avfyrar en gång per 2 turer
TORPEDO_0_DETAIL      | Målsökande högenergi-torpeder som orsakar 30 skadepoäng men kan endast avfyras varannan tur. Varje torped är utrustad med en +4 nivå precisionsdator.

TORPEDO_1_NAME        | Hellfire-Torpeder
TORPEDO_1_BRIEF       | Träffar alla sköldar
TORPEDO_1_DETAIL      | Torpeder för omslutande energi som träffar alla sköldar samtidigt. De färdas vid en hastighet av 5, guidas av en +6 nivå precisionsdator, och orsakar skada till en summa av fyra 25-poängsattacker.

TORPEDO_2_NAME        | Proton-Torpeder
TORPEDO_2_BRIEF       | Avfyrar en per 2 turer
TORPEDO_2_DETAIL      | Energitorpeder med massiv sprängladdning som orsakar 75 skadepoäng men kan endast avfyras varannan tur. Varje torped är utrustad med en +6 precisionsdator.

TORPEDO_3_NAME        | Plasma-Torpeder
TORPEDO_3_BRIEF       | Förlorar 15 skada/steg
TORPEDO_3_DETAIL      | Torpeder av ren energi som orsakar 150 skadepoäng och färdas vid en hastighet av 6, men förlorar 15 damage per stridssteg de färdas. Avfyrar varannan tur och har en +7 precisionsdator.

